business_status,geometry/location/lat,geometry/location/lng,geometry/viewport/south,geometry/viewport/west,geometry/viewport/north,geometry/viewport/east,icon,icon_background_color,icon_mask_base_uri,name,place_id,plus_code/compound_code,plus_code/global_code,rating,reference,scope,types/0,types/1,types/2,user_ratings_total,vicinity,photos/0/height,photos/0/html_attributions/0,photos/0/width,opening_hours/open_now,permanently_closed,types/3,types/4
OPERATIONAL,49.4529799,6.736469,49.45169307010728,6.735147220107277,49.45439272989272,6.737846879892721,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,"Freiwillige Feuerwehr Beckingen, Löschbezirk Hargarten",ChIJbxiUNVuhlUcRQcR6AuvLwjY,FP3P+6H Beckingen,8FX8FP3P+6H,5,ChIJbxiUNVuhlUcRQcR6AuvLwjY,GOOGLE,fire_station,point_of_interest,establishment,2,"Am Hügel 15, Beckingen",2268,"<a href=""https://maps.google.com/maps/contrib/107670762563258704003"">Stefan S</a>",4032,,,,
OPERATIONAL,49.5359346,6.6941361,49.53458892010728,6.692641120107277,49.53728857989272,6.695340779892721,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Feuerwehr Bergen,ChIJUf1my_l0lUcR3s4v8uvP9JY,GMPV+9J Losheim am See,8FX8GMPV+9J,5,ChIJUf1my_l0lUcR3s4v8uvP9JY,GOOGLE,fire_station,point_of_interest,establishment,1,"66679, Losheim am See",900,"<a href=""https://maps.google.com/maps/contrib/101133786042091992062"">Jűrgen Schneider</a>",1600,,,,
OPERATIONAL,49.48813939999999,6.778418299999999,49.48674387010728,6.777081370107277,49.48944352989272,6.779781029892721,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Freiwillige Feuerwehr Wahlen,ChIJU3jkKAChlUcR2kkqZnbOiyA,FQQH+79 Losheim am See,8FX8FQQH+79,0,ChIJU3jkKAChlUcR2kkqZnbOiyA,GOOGLE,fire_station,point_of_interest,establishment,0,"Wahlener Str. 57, Losheim am See",,,,,,,
OPERATIONAL,49.4740569,6.7171391,49.47280122010727,6.715811020107279,49.47550087989272,6.718510679892723,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Freiwillige Feuerwehr Rimlingen,ChIJA9fRpfkLlUcRgRhOeY6eC6E,FPF8+HR Losheim am See,8FX8FPF8+HR,0,ChIJA9fRpfkLlUcRgRhOeY6eC6E,GOOGLE,fire_station,point_of_interest,establishment,0,"Rimlinger Str. 34, Losheim am See",,,,,,,
OPERATIONAL,49.50205,6.77718,49.50083677010728,6.775803970107278,49.50353642989272,6.778503629892722,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Freiwillige Feuerwehr Niederlosheim,ChIJm4anEo6flUcRBGQ5FmIVyGw,GQ2G+RV Losheim am See,8FX8GQ2G+RV,5,ChIJm4anEo6flUcRBGQ5FmIVyGw,GOOGLE,fire_station,point_of_interest,establishment,5,"Marienstraße 13, Losheim am See",,,,true,,,
OPERATIONAL,49.52795769999999,6.8180025,49.52658947010728,6.816625020107278,49.52928912989272,6.819324679892722,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Gemeinde Weiskirchen Löschbezirk Weierweiler,ChIJuy5kwhyflUcRedGDUS2W_Mc,GRH9+56 Weiskirchen,8FX8GRH9+56,5,ChIJuy5kwhyflUcRedGDUS2W_Mc,GOOGLE,fire_station,point_of_interest,establishment,3,"Zum Ehrenmal 2, Weiskirchen",,,,,,,
OPERATIONAL,49.5053405,6.743678,49.50399067010728,6.742328170107278,49.50669032989272,6.745027829892722,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Freiwillige Feuerwehr Losheim,ChIJcUS07lh1lUcRqHoPoa8zjn4,GP4V+4F Losheim am See,8FX8GP4V+4F,4.7,ChIJcUS07lh1lUcRqHoPoa8zjn4,GOOGLE,fire_station,point_of_interest,establishment,3,"Merziger Str. 3, Losheim am See",4248,"<a href=""https://maps.google.com/maps/contrib/110795516497787309109"">Jaimy Jaimy</a>",5664,,,,
OPERATIONAL,49.5199923,6.6707271,49.51857552010727,6.669766020107278,49.52127517989272,6.672465679892722,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Freiwillige Feuerwehr Britten,ChIJoaFI3L90lUcRWFuaxRkI80g,GM9C+X7 Losheim am See,8FX8GM9C+X7,0,ChIJoaFI3L90lUcRWFuaxRkI80g,GOOGLE,fire_station,point_of_interest,establishment,0,"Kiefernweg 10, Losheim am See",,,,,,,
OPERATIONAL,49.5471625,6.7294604,49.54579837010728,6.728109320107277,49.54849802989272,6.73080897989272,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Feuerwehr Scheiden,ChIJPZzhCSF1lUcRZJWxmbP7CF8,GPWH+RQ Losheim am See,8FX8GPWH+RQ,0,ChIJPZzhCSF1lUcRZJWxmbP7CF8,GOOGLE,fire_station,point_of_interest,establishment,0,"Schau ins Land 1, Losheim am See",,,,,,,
OPERATIONAL,49.5422702,6.7930727,49.54096057010728,6.791777170107277,49.54366022989272,6.794476829892721,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Freiwillige Feuerwehr Rappweiler,ChIJKbB4wU-elUcRprctzCLq6BA,GQRV+W6 Weiskirchen,8FX8GQRV+W6,0,ChIJKbB4wU-elUcRprctzCLq6BA,GOOGLE,fire_station,point_of_interest,establishment,0,"Hochwaldstraße 23, Weiskirchen",,,,,,,
OPERATIONAL,49.5518272,6.7612565,49.55043507010727,6.760069470107278,49.55313472989271,6.762769129892722,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Waldhölzbach,ChIJMx4V7CCelUcRNq4dKDJRiWc,HQ26+PG Losheim am See,8FX8HQ26+PG,4.7,ChIJMx4V7CCelUcRNq4dKDJRiWc,GOOGLE,fire_station,point_of_interest,establishment,3,"Kurstraße 1, Losheim am See",1836,"<a href=""https://maps.google.com/maps/contrib/116322156397729375792"">Michael Ladwein</a>",3264,,,,
OPERATIONAL,49.3703777,6.763063,49.36896707010727,6.761600370107279,49.37166672989272,6.764300029892722,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Feuerwache,ChIJy9Xq7qqnlUcRIruYeAzoM5I,9QC7+56 Dillingen/Saar,8FX89QC7+56,0,ChIJy9Xq7qqnlUcRIruYeAzoM5I,GOOGLE,fire_station,point_of_interest,establishment,0,"Wiesenstraße, Dillingen/Saar",,,,,,,
OPERATIONAL,49.3321359,6.6820447,49.33070332010728,6.680698720107278,49.33340297989272,6.683398379892722,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Feuerwehr Wallerfangen Löschzug St.Barbara,ChIJRbPapRIHlUcR4IRuHB52WwY,8MJJ+RQ Wallerfangen,8FX88MJJ+RQ,0,ChIJRbPapRIHlUcR4IRuHB52WwY,GOOGLE,fire_station,point_of_interest,establishment,0,"Schloßbergstraße 97, Wallerfangen",,,,true,,,
OPERATIONAL,49.4437367,6.598188299999999,49.44248802010728,6.596756770107278,49.44518767989272,6.599456429892722,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Freiwillige Feuerwehr Fitten,ChIJdbWcOkgMlUcRMXXowC6CcO0,CHVX+F8 Merzig,8FX8CHVX+F8,4.5,ChIJdbWcOkgMlUcRMXXowC6CcO0,GOOGLE,fire_station,point_of_interest,establishment,2,"Wendelinusstraße 39, Merzig",2112,"<a href=""https://maps.google.com/maps/contrib/106432337271561217693"">Fabian Schieber</a>",2816,,,,
OPERATIONAL,49.4518783,7.586639600000001,49.45050027010728,7.585295370107278,49.45319992989273,7.587995029892721,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Fire Station 2 Ramstein AB,ChIJFbdUsVgLlkcRMJPpa_rGeb4,FH2P+QJ Ramstein-Miesenbach,8FX9FH2P+QJ,5,ChIJFbdUsVgLlkcRMJPpa_rGeb4,GOOGLE,fire_station,point_of_interest,establishment,1,"Flugplatz Ramstein Geb 1124, Ramstein-Miesenbach",1755,"<a href=""https://maps.google.com/maps/contrib/106251526642034572452"">Sebastian Ihl</a>",3900,true,,,
OPERATIONAL,49.4413502,6.6387098,49.43994292010728,6.637399170107278,49.44264257989272,6.640098829892722,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Feuerwehr Merzig,ChIJC2GmVo4LlUcRAXCFIB40R1c,CJRQ+FH Merzig,8FX8CJRQ+FH,5,ChIJC2GmVo4LlUcRAXCFIB40R1c,GOOGLE,fire_station,point_of_interest,establishment,3,"Am Gaswerk 5a, Merzig",1440,"<a href=""https://maps.google.com/maps/contrib/109865132811801876060"">Blaubart Sch</a>",2560,,,,
OPERATIONAL,49.47108679999999,6.6765078,49.46970277010728,6.675401570107278,49.47240242989272,6.678101229892722,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Freiwillige Feuerwehr Brotdorf,ChIJ0_b3hRALlUcRifNzFr8OQEg,FMCG+CH Merzig,8FX8FMCG+CH,4.7,ChIJ0_b3hRALlUcRifNzFr8OQEg,GOOGLE,fire_station,point_of_interest,establishment,3,"Heisterweg, Merzig",694,"<a href=""https://maps.google.com/maps/contrib/117003786415261356591"">A Google User</a>",1080,,,,
OPERATIONAL,49.4682431,6.5910055,49.46682432010728,6.589561870107278,49.46952397989272,6.592261529892722,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Feuerwehr Schwemlingen-Weiler,ChIJvRjF2P0MlUcRanGlX364gYM,FH9R+8C Merzig,8FX8FH9R+8C,5,ChIJvRjF2P0MlUcRanGlX364gYM,GOOGLE,fire_station,point_of_interest,establishment,3,"Luxemburger Str. 76, Merzig",,,,,,,
OPERATIONAL,49.444563,6.5520541,49.44318277010728,6.550732320107278,49.44588242989273,6.553431979892721,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Freiwillige Feuerwehr Lbz. Büdingen,ChIJgR8GW90NlUcRIxga1gGy6GE,CHV2+RR Merzig,8FX8CHV2+RR,0,ChIJgR8GW90NlUcRIxga1gGy6GE,GOOGLE,fire_station,point_of_interest,establishment,0,"Zum Saargau 998, Merzig",,,,,,,
OPERATIONAL,49.40648100000001,6.665430499999999,49.40504202010728,6.664121070107278,49.40774167989272,6.666820729892722,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Freiwillige Feuerwehr Menningen,ChIJQf8tkXAJlUcRiK14DXFazVw,CM48+H5 Merzig,8FX8CM48+H5,0,ChIJQf8tkXAJlUcRiK14DXFazVw,GOOGLE,fire_station,point_of_interest,establishment,0,Merzig,1600,"<a href=""https://maps.google.com/maps/contrib/109680057081750466163"">Михаил Моисеенко</a>",1197,,,,
OPERATIONAL,49.423543,6.5689518,49.42217247010728,6.567576820107277,49.42487212989272,6.570276479892721,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Freiwillige Feuerwehr Silwingen,ChIJ-eoLVn8OlUcRBJTJLKoZhXk,CHF9+9H Merzig,8FX8CHF9+9H,5,ChIJ-eoLVn8OlUcRBJTJLKoZhXk,GOOGLE,fire_station,point_of_interest,establishment,3,"Mondorfer Str., Merzig",1868,"<a href=""https://maps.google.com/maps/contrib/117003786415261356591"">A Google User</a>",4000,,,,
OPERATIONAL,49.4756199,6.6076112,49.47424957010728,6.606287270107278,49.47694922989272,6.608986929892722,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Freiwillige Feuerwehr Besseringen,ChIJGcPXyO0MlUcRBjBv7h-ANvQ,FJG5+72 Merzig,8FX8FJG5+72,5,ChIJGcPXyO0MlUcRBjBv7h-ANvQ,GOOGLE,fire_station,point_of_interest,establishment,1,"Pastor-Krayer-Straße 998, Merzig",768,"<a href=""https://maps.google.com/maps/contrib/106589638960779741954"">A Google User</a>",1024,,,,
OPERATIONAL,49.35460579999999,6.7234234,49.35321022010727,6.721985420107279,49.35590987989271,6.724685079892723,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Feuerwehr Dillingen/Saar | Löschbezirk Innenstadt,ChIJneWaa42nlUcR2D-SBFGNF-U,9P3F+R9 Dillingen/Saar,8FX89P3F+R9,4.7,ChIJneWaa42nlUcR2D-SBFGNF-U,GOOGLE,fire_station,point_of_interest,establishment,3,"Merziger Str. 60, Dillingen/Saar",1800,"<a href=""https://maps.google.com/maps/contrib/106817642008286353191"">Markus Hawner</a>",4000,,,,
OPERATIONAL,49.31658849999999,6.650662199999999,49.31522672010728,6.649281870107278,49.31792637989272,6.651981529892722,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Freiwillige Feuerwehr Wallerfangen Lbz. Mitte,ChIJ23bkdzUGlUcR_9QL4hbh1gY,8M82+J6 Wallerfangen,8FX88M82+J6,5,ChIJ23bkdzUGlUcR_9QL4hbh1gY,GOOGLE,fire_station,point_of_interest,establishment,2,"Jakobusstraße 53, Wallerfangen",2267,"<a href=""https://maps.google.com/maps/contrib/112728340372265229662"">S. Scherer</a>",3827,,,,
OPERATIONAL,49.308032,6.6094075,49.30667807010727,6.608048070107278,49.30937772989272,6.610747729892722,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Feuerwehr Leidingen,ChIJQ3x6uYEHlUcRtsAXlM2zxwM,8J55+6Q Wallerfangen,8FX88J55+6Q,0,ChIJQ3x6uYEHlUcRtsAXlM2zxwM,GOOGLE,fire_station,point_of_interest,establishment,0,"Ihner Str. 19B, Wallerfangen",3864,"<a href=""https://maps.google.com/maps/contrib/115720632578683717796"">Fabien GOTHIER</a>",5152,,,,
OPERATIONAL,49.38279,6.65328,49.38138732010729,6.652024320107278,49.38408697989273,6.654723979892722,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Feuerwehrgerätehäuser Eimersdorf,ChIJ8fargRsJlUcRNuqR3uu5lDw,9MM3+48 Rehlingen-Siersburg,8FX89MM3+48,0,ChIJ8fargRsJlUcRNuqR3uu5lDw,GOOGLE,fire_station,point_of_interest,establishment,0,"Im Steinrisser 2, Rehlingen-Siersburg",,,,,,,
OPERATIONAL,49.4045573,6.6502781,49.40324317010728,6.649019670107278,49.40594282989272,6.651719329892722,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Freiwillige Feuerwehr,ChIJ1XhjwmkJlUcR1vhLGjgJ8QU,CM32+R3 Rehlingen-Siersburg,8FX8CM32+R3,5,ChIJ1XhjwmkJlUcR1vhLGjgJ8QU,GOOGLE,fire_station,point_of_interest,establishment,1,"Herrenstraße 6, Rehlingen-Siersburg",1920,"<a href=""https://maps.google.com/maps/contrib/106384554106627487934"">Jan Hilt</a>",1080,,,,
OPERATIONAL,49.412552,6.6530406,49.41120052010728,6.651672670107277,49.41390017989272,6.654372329892721,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Freiwillige Feuerwehr Bietzen,ChIJTdxijUcJlUcRRyFBt_mDAJI,CM73+26 Merzig,8FX8CM73+26,5,ChIJTdxijUcJlUcRRyFBt_mDAJI,GOOGLE,fire_station,point_of_interest,establishment,1,"Martinusstraße 30B, Merzig",,,,,,,
OPERATIONAL,49.3865106,6.6148938,49.38515897010728,6.613390920107277,49.38785862989273,6.616090579892721,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Feuerwehrgerätehäuser,ChIJQWM8xNMOlUcRQNXwRf-6A8Y,9JP7+JX Rehlingen-Siersburg,8FX89JP7+JX,0,ChIJQWM8xNMOlUcRQNXwRf-6A8Y,GOOGLE,fire_station,point_of_interest,establishment,0,"Kumpfwies 4, Rehlingen-Siersburg",,,,,,,
OPERATIONAL,49.1854329,7.1651601,49.18409772010728,7.163815070107277,49.18679737989272,7.166514729892721,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Freiwillige Feuerwehr Wittersheim,ChIJmz3yaQDLlUcRs3N0ukpGJ_M,55P8+53 Mandelbachtal,8FX955P8+53,0,ChIJmz3yaQDLlUcRs3N0ukpGJ_M,GOOGLE,fire_station,point_of_interest,establishment,0,"Merowingerstraße 18, Mandelbachtal",,,,,,,
OPERATIONAL,49.1651017,7.1620992,49.16379132010727,7.160623970107277,49.16649097989272,7.163323629892721,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Freiwillige Feuerwehr Bebelsheim,ChIJn_sQwGDLlUcRL48rqskYfYo,5586+2V Mandelbachtal,8FX95586+2V,0,ChIJn_sQwGDLlUcRL48rqskYfYo,GOOGLE,fire_station,point_of_interest,establishment,0,"Kaiserstraße 55, Mandelbachtal",,,,true,,,
OPERATIONAL,49.1727512,7.236713699999999,49.17140302010728,7.235357370107278,49.17410267989272,7.238057029892722,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Freiwillige Feuerwehr Bliesdalheim,ChIJw-2hhg7NlUcRskH5Umnq3xg,56FP+3P Gersheim,8FX956FP+3P,4.5,ChIJw-2hhg7NlUcRskH5Umnq3xg,GOOGLE,fire_station,point_of_interest,establishment,2,"L105 34-28, Gersheim",3136,"<a href=""https://maps.google.com/maps/contrib/103315954837530387132"">Peter Krupp</a>",4224,,,,
OPERATIONAL,49.4058144,7.1577932,49.40434572010728,7.156290770107279,49.40704537989272,7.158990429892722,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Feuerwehr Stadt Ottweiler,ChIJxbIuecHAlUcRG_QVi42mnm4,C545+95 Ottweiler,8FX9C545+95,5,ChIJxbIuecHAlUcRG_QVi42mnm4,GOOGLE,fire_station,point_of_interest,establishment,2,"Im Alten Weiher 12, Ottweiler",,,,,,,
OPERATIONAL,49.4178507,7.1185941,49.41652332010729,7.117270020107279,49.41922297989273,7.119969679892723,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Freiwillige Feuerwehr Mainzweiler,ChIJCUxRTWS_lUcRSX5Y0MJWQbU,C499+4C Ottweiler,8FX9C499+4C,0,ChIJCUxRTWS_lUcRSX5Y0MJWQbU,GOOGLE,fire_station,point_of_interest,establishment,0,"Stegbachstraße 2, Ottweiler",,,,,,,
OPERATIONAL,49.4409152,7.6022652,49.43956537010727,7.600915370107279,49.44226502989272,7.603615029892723,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,KMC Fire Station 1,ChIJwWi_QWd1lkcRAoLErGqgh2k,CJR2+9W Ramstein-Miesenbach,8FX9CJR2+9W,3,ChIJwWi_QWd1lkcRAoLErGqgh2k,GOOGLE,fire_station,point_of_interest,establishment,2,Ramstein-Miesenbach,,,,true,,,
OPERATIONAL,49.1453719,7.202904299999999,49.14450512010728,7.201484170107277,49.14720477989272,7.204183829892721,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Freiwillige Feuerwehr Gersheim,ChIJMycmRdHMlUcRt-WeKiVQS-A,46W3+55 Gersheim,8FX946W3+55,5,ChIJMycmRdHMlUcRt-WeKiVQS-A,GOOGLE,fire_station,point_of_interest,establishment,1,"Lohweg 1, Gersheim",,,,true,,,
OPERATIONAL,49.2396324,6.7463603,49.23840612010728,6.744954520107278,49.24110577989272,6.747654179892722,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Feuerwehr Friedrichweiler,ChIJtyrgk6mrlUcRt3KtjCnG3SE,6PQW+VG Wadgassen,8FX86PQW+VG,5,ChIJtyrgk6mrlUcRt3KtjCnG3SE,GOOGLE,fire_station,point_of_interest,establishment,1,Wadgassen,4080,"<a href=""https://maps.google.com/maps/contrib/106048332310226562974"">Salvatore Presti</a>",3072,,,,
OPERATIONAL,49.1583577,7.028522499999999,49.15698317010727,7.027132520107277,49.15968282989272,7.029832179892721,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Feuerwehrleute,ChIJR5o4uzG1lUcRL02IR2vQtlI,"525H+8C Grosbliederstroff, Frankreich",8FX9525H+8C,0,ChIJR5o4uzG1lUcRL02IR2vQtlI,GOOGLE,fire_station,point_of_interest,establishment,0,"5 Rue des Fermes, Grosbliederstroff",,,,,,,
OPERATIONAL,49.1244625,7.1440639,49.12311832010727,7.142687470107277,49.12581797989272,7.145387129892721,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Sapeurs-Pompiers de Blies Ebersing,ChIJH9PmiGk1lEcRD5xTAWHDvfk,"44FV+QJ Bliesebersingen, Frankreich",8FX944FV+QJ,0,ChIJH9PmiGk1lEcRD5xTAWHDvfk,GOOGLE,fire_station,point_of_interest,establishment,0,Blies-Ébersing,,,,,,,
OPERATIONAL,49.2735949,6.708023799999999,49.27226562010727,6.706675520107278,49.27496527989271,6.709375179892722,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Löschbezirk Altforweiler,ChIJ2cHvjMKplUcRKbL_y8d6SiQ,7PF5+C6 Überherrn,8FX87PF5+C6,0,ChIJ2cHvjMKplUcRKbL_y8d6SiQ,GOOGLE,fire_station,point_of_interest,establishment,0,Überherrn,,,,,,,
OPERATIONAL,49.4871688,6.9765919,49.48580662010728,6.975335970107277,49.48850627989272,6.978035629892721,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Freiwillige Feuerwehr Tholey Löschbezirk Hasborn-Dautweiler,ChIJq2RZ9NuXlUcRpuhUjvSxCdE,FXPG+VJ Tholey,8FX8FXPG+VJ,0,ChIJq2RZ9NuXlUcRpuhUjvSxCdE,GOOGLE,fire_station,point_of_interest,establishment,0,"Am Waldstadion 16, Tholey",,,,,,,
OPERATIONAL,49.4779243,6.705565699999999,49.47654317010728,6.704203420107278,49.47924282989272,6.706903079892722,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Freiwillige Feuerwehr Bachem,ChIJD_NBwMIKlUcR8J2kNiqaMuc,FPH4+56 Losheim am See,8FX8FPH4+56,5,ChIJD_NBwMIKlUcR8J2kNiqaMuc,GOOGLE,fire_station,point_of_interest,establishment,1,"Quellenstraße 1, Losheim am See",3024,"<a href=""https://maps.google.com/maps/contrib/112525042684587585276"">112525042684587585276</a>",4032,,,,
OPERATIONAL,49.51452829999999,6.6055869,49.51318227010727,6.604189820107278,49.51588192989272,6.606889479892722,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Freiwillige Feuerwehr Saarhölzbach,ChIJldXHPCZzlUcR3ZEY4H2-P-A,GJ74+R7 Mettlach,8FX8GJ74+R7,5,ChIJldXHPCZzlUcR3ZEY4H2-P-A,GOOGLE,fire_station,point_of_interest,establishment,2,"Bachstraße, Mettlach",1836,"<a href=""https://maps.google.com/maps/contrib/110086738562658632843"">Matthias Adam</a>",3264,,,,
